tokens;labels
# New sentence = : Stephen Bunting '' ( First round );
:;0
Stephen;1
Bunting;2
'';0
(;0
First;0
round;0
);0
# New sentence = Klauber , L.M . 1936 .;
Klauber;1
,;2
L.M;2
.;0
1936;0
.;0
# New sentence = Anna Bay , New South Wales;
Anna;5
Bay;6
,;0
New;5
South;6
Wales;6
# New sentence = Deputy Prime Minister of Turkey;
Deputy;0
Prime;0
Minister;0
of;0
Turkey;0
# New sentence = ' '' Al Gore '' ';
';0
'';0
Al;1
Gore;2
'';0
';0
# New sentence = Sriranga III ( 1642–1652 );
Sriranga;1
III;2
(;0
1642–1652;0
);0
# New sentence = • Lajkovac ( 1950 );
•;0
Lajkovac;5
(;0
1950;0
);0
# New sentence = Administrative divisions of South Korea;
Administrative;3
divisions;4
of;4
South;4
Korea;4
# New sentence = ' '' The 1982 edition '' ' of the Orange Bowl featured the Nebraska Cornhuskers and Clemson Tigers .;
';0
'';0
The;0
1982;0
edition;0
'';0
';0
of;0
the;0
Orange;0
Bowl;0
featured;0
the;0
Nebraska;3
Cornhuskers;4
and;0
Clemson;3
Tigers;4
.;0
# New sentence = Kirovsk , Leningrad Oblast;
Kirovsk;5
,;0
Leningrad;5
Oblast;6
# New sentence = Taunton Vale Sports Club Ground;
Taunton;3
Vale;4
Sports;4
Club;4
Ground;4
# New sentence = '' Adoxophyes chloromydra '' Meyrick , 1926;
'';0
Adoxophyes;0
chloromydra;0
'';0
Meyrick;1
,;0
1926;0
# New sentence = The Y , West Virginia;
The;5
Y;6
,;0
West;5
Virginia;6
# New sentence = Stephan Eberharter ( 2 );
Stephan;1
Eberharter;2
(;0
2;0
);0
# New sentence = Lincoln Township , Huron County , Michigan;
Lincoln;5
Township;6
,;0
Huron;5
County;6
,;0
Michigan;5
# New sentence = He published his first poem in 1939 , in an Odessa newspaper Molodaya Gvardiya '' .;
He;0
published;0
his;0
first;0
poem;0
in;0
1939;0
,;0
in;0
an;0
Odessa;5
newspaper;0
Molodaya;3
Gvardiya;4
'';0
.;0
# New sentence = Kempten , Bayern , Germany;
Kempten;5
,;0
Bayern;5
,;0
Germany;5
# New sentence = : :1st Round 7 ( Hafjell , Norway );
:;0
:1st;0
Round;0
7;0
(;0
Hafjell;5
,;0
Norway;5
);0
# New sentence = Stetson Block , 1911 , Wilfred E. Mansur;
Stetson;5
Block;6
,;0
1911;0
,;0
Wilfred;1
E.;2
Mansur;2
# New sentence = '' I 'm a Hustla '' ( 2005 );
'';0
I;0
'm;0
a;0
Hustla;0
'';0
(;0
2005;0
);0
# New sentence = `` Wave '' ( Antonio Carlos Jobim ) - 6:07;
``;0
Wave;0
'';0
(;0
Antonio;1
Carlos;2
Jobim;2
);0
-;0
06.07;0
# New sentence = : : : : : B. '';
:;0
:;0
:;0
:;0
:;0
B.;0
'';0
# New sentence = `` Love It When You Call '';
``;0
Love;0
It;0
When;0
You;0
Call;0
'';0
# New sentence = Jaramogi Oginga Odinga;
Jaramogi;1
Oginga;2
Odinga;2
# New sentence = Gondeh Jin , Bahar;
Gondeh;5
Jin;6
,;0
Bahar;5
# New sentence = ' '' Camlin river '' ' '' : Longford 9,601;
';0
'';0
Camlin;5
river;6
'';0
';0
'';0
:;0
Longford;5
9,601;0
# New sentence = He died in Longmeadow , Massachusetts , United States .;
He;0
died;0
in;0
Longmeadow;5
,;0
Massachusetts;5
,;0
United;5
States;6
.;0
# New sentence = Suicides in Japan are also often used to atone for wrongdoing .;
Suicides;0
in;0
Japan;5
are;0
also;0
often;0
used;0
to;0
atone;0
for;0
wrongdoing;0
.;0
# New sentence = It is found in Colombia and Peru .;
It;0
is;0
found;0
in;0
Colombia;5
and;0
Peru;5
.;0
# New sentence = '' The Law of Ueki '' ( 2005 ) ( Mūnin );
'';0
The;0
Law;0
of;0
Ueki;0
'';0
(;0
2005;0
);0
(;0
Mūnin;0
);0
# New sentence = Museo del Prado;
Museo;5
del;6
Prado;6
# New sentence = '' ' '' Cameraria microphylla '' ' '';
'';0
';0
'';0
Cameraria;0
microphylla;0
'';0
';0
'';0
# New sentence = The Westmeath Examiner '';
The;3
Westmeath;4
Examiner;4
'';0
# New sentence = Boomerang ( EMEA ) also removes the scene .;
Boomerang;3
(;0
EMEA;4
);0
also;0
removes;0
the;0
scene;0
.;0
# New sentence = Color broadcasts from Jordan and Egypt had been available since 1974 and Lebanon since 1975 .;
Color;0
broadcasts;0
from;0
Jordan;5
and;0
Egypt;5
had;0
been;0
available;0
since;0
1974;0
and;0
Lebanon;5
since;0
1975;0
.;0
# New sentence = Ladies & Gentlemen : The Best of George Michael '';
Ladies;0
&;0
Gentlemen;0
:;0
The;0
Best;0
of;0
George;1
Michael;2
'';0
# New sentence = Stony Brook Seawolves football;
Stony;3
Brook;4
Seawolves;4
football;0
# New sentence = Administrative divisions of South Korea;
Administrative;0
divisions;0
of;0
South;3
Korea;4
# New sentence = ' '' Mather Air Force Base '' ';
';0
'';0
Mather;5
Air;6
Force;6
Base;6
'';0
';0
# New sentence = She died in 1971 , aged 71 , and was interred in the San Fernando Mission Cemetery .;
She;0
died;0
in;0
1971;0
,;0
aged;0
71;0
,;0
and;0
was;0
interred;0
in;0
the;0
San;5
Fernando;6
Mission;6
Cemetery;6
.;0
# New sentence = Urbano José Allgayer;
Urbano;1
José;2
Allgayer;2
# New sentence = St. Luke 's Orthodox Cathedral;
St.;5
Luke;6
's;6
Orthodox;6
Cathedral;6
# New sentence = ( No , It’s Not All One Song ) '' , Los Angeles Times '' , June 10 , 2001;
(;0
No;0
,;0
It’s;0
Not;0
All;0
One;0
Song;0
);0
'';0
,;0
Los;3
Angeles;4
Times;4
'';0
,;0
June;0
10;0
,;0
2001;0
# New sentence = ** Built by : Deptford Dockyard .;
**;0
Built;0
by;0
:;0
Deptford;3
Dockyard;4
.;0
# New sentence = Fresh Sounds From Middle America ( vol 5 );
Fresh;0
Sounds;0
From;0
Middle;5
America;6
(;0
vol;0
5;0
);0
# New sentence = Saint-Séverin , Mauricie , Quebec;
Saint-Séverin;5
,;0
Mauricie;5
,;0
Quebec;5
# New sentence = He was educated at Upper Canada College in Toronto .;
He;0
was;0
educated;0
at;0
Upper;3
Canada;4
College;4
in;0
Toronto;5
.;0
# New sentence = A-7 & A-10 ( Arizona );
A-7;0
&;0
A-10;0
(;0
Arizona;5
);0
# New sentence = *Produced for release by David Lemieux;
*Produced;0
for;0
release;0
by;0
David;1
Lemieux;2
# New sentence = Nicolás Barrientos / Eduardo Struvay;
Nicolás;1
Barrientos;2
/;0
Eduardo;1
Struvay;2
# New sentence = Newsletter for Birdwatchers '' 29 ( 7–8 ) :7 .;
Newsletter;3
for;4
Birdwatchers;4
'';0
29;0
(;0
7–8;0
);0
:7;0
.;0
# New sentence = Sir Rowland Gwynne 1689;
Sir;1
Rowland;2
Gwynne;2
1689;0
# New sentence = ' '' EGOQ '' ' – RAF Mona – Anglesey , Wales;
';0
'';0
EGOQ;0
'';0
';0
–;0
RAF;5
Mona;6
–;0
Anglesey;5
,;0
Wales;5
# New sentence = Embassy of Tanzania , Beijing;
Embassy;3
of;4
Tanzania;4
,;0
Beijing;5
# New sentence = Ascensión Esquivel Ibarra , former president of Costa Rica .;
Ascensión;1
Esquivel;2
Ibarra;2
,;0
former;0
president;0
of;0
Costa;5
Rica;6
.;0
# New sentence = Tattnall County , Georgia;
Tattnall;5
County;6
,;0
Georgia;5
# New sentence = Solvang , California;
Solvang;5
,;0
California;5
# New sentence = District ( China );
District;0
(;0
China;5
);0
# New sentence = Maria Henriette de La Tour d'Auvergne;
Maria;1
Henriette;2
de;2
La;2
Tour;2
d'Auvergne;2
# New sentence = ' '' Atl�tico Madrid '' ';
';0
'';0
Atlético;3
Madrid;4
'';0
';0
# New sentence = 2013 Lahad Datu standoff;
2013;0
Lahad;5
Datu;6
standoff;0
# New sentence = ' '' Grinspoon '' ';
';0
'';0
Grinspoon;3
'';0
';0
# New sentence = Mizuki Fujii / Reika Kakiiwa;
Mizuki;1
Fujii;2
/;0
Reika;1
Kakiiwa;2
# New sentence = 14 May – Olly Murs , singer and songwriter;
14;0
May;0
–;0
Olly;1
Murs;2
,;0
singer;0
and;0
songwriter;0
# New sentence = *** by GDP per capita;
***;0
by;0
GDP;0
per;0
capita;0
# New sentence = Schuylkill Township , Schuylkill County , Pennsylvania .;
Schuylkill;5
Township;6
,;0
Schuylkill;5
County;6
,;0
Pennsylvania;5
.;0
# New sentence = JR2F Albatross - Grumman;
JR2F;0
Albatross;0
-;0
Grumman;0
# New sentence = Hugh Ewing and George Crook ) .;
Hugh;1
Ewing;2
and;0
George;1
Crook;2
);0
.;0
# New sentence = James E. Cobb ( D ) , until April 21 , 1896;
James;1
E.;2
Cobb;2
(;0
D;0
);0
,;0
until;0
April;0
21;0
,;0
1896;0
# New sentence = He was promoted to Minister of the Environment and Energy on February 3 , 1993 .;
He;0
was;0
promoted;0
to;0
Minister;0
of;0
the;0
Environment;0
and;0
Energy;0
on;0
February;0
3;0
,;0
1993;0
.;0
# New sentence = Love Field , Dallas;
Love;5
Field;6
,;0
Dallas;5
# New sentence = '' Bicyclus milyas '' ( Hewitson , 1864 );
'';0
Bicyclus;0
milyas;0
'';0
(;0
Hewitson;1
,;0
1864;0
);0
# New sentence = Listen]] '' ( Beyoncé );
Listen]];0
'';0
(;0
Beyoncé;1
);0
# New sentence = Caecilius of Elvira;
Caecilius;1
of;2
Elvira;2
# New sentence = ' '' Relatives '' ' : Adine , Dowager Viscountess Melbourne ( ''qv. '' Baron Forester );
';0
'';0
Relatives;0
'';0
';0
:;0
Adine;1
,;0
Dowager;1
Viscountess;2
Melbourne;2
(;0
''qv.;0
'';0
Baron;0
Forester;0
);0
# New sentence = He joined Port Vale from the Londoners in June 1934 .;
He;0
joined;0
Port;3
Vale;4
from;0
the;0
Londoners;0
in;0
June;0
1934;0
.;0
# New sentence = Staunton , Virginia ( orig .;
Staunton;5
,;0
Virginia;5
(;0
orig;0
.;0
# New sentence = Viscount of Béziers;
Viscount;0
of;0
Béziers;0
# New sentence = George Hill ( figure skater );
George;1
Hill;2
(;0
figure;0
skater;0
);0
# New sentence = ' '' Green peafowl '' ';
';0
'';0
Green;0
peafowl;0
'';0
';0
# New sentence = Harrison County , West Virginia;
Harrison;5
County;6
,;0
West;5
Virginia;6
# New sentence = Sémalens ( 81281 );
Sémalens;5
(;0
81281;0
);0
# New sentence = He was eventually wanted by Wyoming Stock Growers Association and the Union Pacific Railroad , which offered rewards for his capture .;
He;0
was;0
eventually;0
wanted;0
by;0
Wyoming;3
Stock;4
Growers;4
Association;4
and;0
the;0
Union;3
Pacific;4
Railroad;4
,;0
which;0
offered;0
rewards;0
for;0
his;0
capture;0
.;0
# New sentence = Knockhill Racing Circuit , Fife;
Knockhill;5
Racing;6
Circuit;6
,;0
Fife;5
# New sentence = Michael Marcus ( trader ) ( ''fl .;
Michael;1
Marcus;2
(;0
trader;0
);0
(;0
''fl;0
.;0
"# New sentence = ; Los Angeles Film Critics Association";
";";0
Los;3
Angeles;4
Film;4
Critics;4
Association;4
# New sentence = Writing for the Greek Orthodox Archdiocese of America , Rev .;
Writing;0
for;0
the;0
Greek;3
Orthodox;4
Archdiocese;4
of;4
America;4
,;0
Rev;0
.;0
# New sentence = Fernando de Noronha-Atol das Rocas moist forests ( Brazil );
Fernando;5
de;6
Noronha-Atol;6
das;6
Rocas;6
moist;0
forests;0
(;0
Brazil;5
);0
# New sentence = 1 December - Billy Childish;
1;0
December;0
-;0
Billy;1
Childish;2
# New sentence = He was born in Cleveland , Ohio .;0
He;0
was;0
born;0
in;0
Cleveland;5
,;0
Ohio;5
.;0
# New sentence = Herman Daves ( 2 );
Herman;1
Daves;2
(;0
2;0
);0
# New sentence = Hamilton Airport ( disambiguation );
Hamilton;5
Airport;6
(;0
disambiguation;0
);0
# New sentence = : :- First known mention of Red Seal Ships .;
:;0
:-;0
First;0
known;0
mention;0
of;0
Red;0
Seal;0
Ships;0
.;0
# New sentence = ** Смоленский филиал МИИТ Smolensk;
**;0
Смоленский;0
филиал;0
МИИТ;0
Smolensk;5
# New sentence = It was destroyed in the 1941 German bombing of Belgrade .;
It;0
was;0
destroyed;0
in;0
the;0
1941;0
German;0
bombing;0
of;0
Belgrade;5
.;0
# New sentence = *June 24 – Wally Yonamine;
*June;0
24;0
–;0
Wally;1
Yonamine;2
# New sentence = Raymond du Puy de Provence;
Raymond;1
du;2
Puy;2
de;2
Provence;2
# New sentence = Baila Conmigo ( disambiguation );
Baila;0
Conmigo;0
(;0
disambiguation;0
);0
# New sentence = Lower West Pubnico , Nova Scotia;
Lower;5
West;6
Pubnico;6
,;6
Nova;6
Scotia;6
# New sentence = 1851 first elected in 1909 as Liberal member for Lunenburg , Nova Scotia .;
1851;0
first;0
elected;0
in;0
1909;0
as;0
Liberal;0
member;0
for;0
Lunenburg;3
,;0
Nova;5
Scotia;6
.;0
# New sentence = The songs are sung by Asha Bhosle , Kishore Kumar , Lata Mangeshkar , Mukesh and Preeti Sagar .;
The;0
songs;0
are;0
sung;0
by;0
Asha;0
Bhosle;0
,;0
Kishore;0
Kumar;0
,;0
Lata;0
Mangeshkar;0
,;0
Mukesh;0
and;0
Preeti;0
Sagar;0
.;0
# New sentence = Ferdinand VI of Spain;0
Ferdinand;0
VI;0
of;0
Spain;0
# New sentence = Nick Swardson ( 5 appearances );0
Nick;0
Swardson;0
(;0
5;0
appearances;0
);0
# New sentence = It was designed by George Goldie .;0
It;0
was;0
designed;0
by;0
George;0
Goldie;0
.;0
# New sentence = Park Güell , Plaza Mayor , Madrid , Poblet Monastery , Puente del Alamillo;0
Park;0
Güell;0
,;0
Plaza;0
Mayor;0
,;0
Madrid;0
,;0
Poblet;0
Monastery;0
,;0
Puente;0
del;0
Alamillo;0
# New sentence = Chichica , Ngöbe-Buglé;0
Chichica;0
,;0
Ngöbe-Buglé;0
# New sentence = 13 groups from Finland;0
13;0
groups;0
from;0
Finland;0
# New sentence = '' 'Counties served : ' '' Athens , Gallia , Hocking , Meigs , Monroe , Morgan , Noble , Vinton , Washington;0
'';0
'Counties;0
served;0
:;0
';0
'';0
Athens;0
,;0
Gallia;0
,;0
Hocking;0
,;0
Meigs;0
,;0
Monroe;0
,;0
Morgan;0
,;0
Noble;0
,;0
Vinton;0
,;0
Washington;0
# New sentence = Stripe-throated hermit , ''Phaethornis striigularis '';0
Stripe-throated;0
hermit;0
,;0
''Phaethornis;0
striigularis;0
'';0
# New sentence = '' Cosmopterix diplozona '' Meyrick , 1921;0
'';0
Cosmopterix;0
diplozona;0
'';0
Meyrick;0
,;0
1921;0
# New sentence = Barry Ackerley , owner of the Seattle SuperSonics ( 2000–2001 );0
Barry;0
Ackerley;0
,;0
owner;0
of;0
the;0
Seattle;0
SuperSonics;0
(;0
2000–2001;0
);0
# New sentence = Wenennefer ( High Priest of Osiris ) , from the time of Ramesses II .;0
Wenennefer;0
(;0
High;0
Priest;0
of;0
Osiris;0
);0
,;0
from;0
the;0
time;0
of;0
Ramesses;0
II;0
.;0
# New sentence = It was directed by Milan Cheylov .;0
It;0
was;0
directed;0
by;0
Milan;0
Cheylov;0
.;0
# New sentence = There are 2,000 troops stationed on site with 600 houses for married personnel between Wattisham , Hadleigh and Ipswich .;0
There;0
are;0
2;0
troops;0
stationed;0
on;0
site;0
with;0
600;0
houses;0
for;0
married;0
personnel;0
between;0
Wattisham;0
,;0
Hadleigh;0
and;0
Ipswich;0
.;0
# New sentence = Choctaw County , Alabama;0
Choctaw;0
County;0
,;0
Alabama;0
# New sentence = ' '' Bernaville '' ';0
';0
'';0
Bernaville;0
'';0
';0
# New sentence = ' '' Color : ' '' Jackie Stewart;0
';0
'';0
Color;0
:;0
';0
'';0
Jackie;0
Stewart;0
# New sentence = The filming began at Kochi at November 17 , 2013 .;0
The;0
filming;0
began;0
at;0
Kochi;0
at;0
November;0
17;0
,;0
2013;0
.;0
# New sentence = ' '' Big Love : Hymnal '' ' '';0
';0
'';0
Big;0
Love;0
:;0
Hymnal;0
'';0
';0
'';0
# New sentence = Janata Dal ( United );0
Janata;0
Dal;0
(;0
United;0
);0
# New sentence = He was subsequently replaced by Eddie Mathews .;0
He;0
was;0
subsequently;0
replaced;0
by;0
Eddie;0
Mathews;0
.;0
# New sentence = After retiring from academic life he returned to Toronto , living near the area of Yorkville .;0
After;0
retiring;0
from;0
academic;0
life;0
he;0
returned;0
to;0
Toronto;0
,;0
living;0
near;0
the;0
area;0
of;0
Yorkville;0
.;0
# New sentence = For this week , the contestants spent most of the week on a trip in the Grand Canyon .;0
For;0
this;0
week;0
,;0
the;0
contestants;0
spent;0
most;0
of;0
the;0
week;0
on;0
a;0
trip;0
in;0
the;0
Grand;0
Canyon;0
.;0
# New sentence = Korean Buddhist temples;0
Korean;0
Buddhist;0
temples;0
# New sentence = Raw '' ( 2008–present );0
Raw;0
'';0
(;0
2008–present;0
);0
# New sentence = Generations from Exile Tribe ( 1 );0
Generations;0
from;0
Exile;0
Tribe;0
(;0
1;0
);0
# New sentence = Martin O'Connell , Liberal ( 1968–1972 );0
Martin;0
O'Connell;0
,;0
Liberal;0
(;0
1968–1972;0
);0
# New sentence = Karl Goldmark ( 1830–1915 ) , composer;0
Karl;0
Goldmark;0
(;0
1830–1915;0
);0
,;0
composer;0
# New sentence = ( EA is for 'el Amarna ' .;0
(;0
EA;0
is;0
for;0
'el;0
Amarna;0
';0
.;0
# New sentence = It is headquartered in Philadelphia , Pennsylvania with offices and programs offered in several other countries .;0
It;0
is;0
headquartered;0
in;0
Philadelphia;0
,;0
Pennsylvania;0
with;0
offices;0
and;0
programs;0
offered;0
in;0
several;0
other;0
countries;0
.;0
# New sentence = Covington County , Mississippi;0
Covington;0
County;0
,;0
Mississippi;0
# New sentence = Mario Aburto Martínez;0
Mario;0
Aburto;0
Martínez;0
# New sentence = Bartlesville , Oklahoma ( 1994 );0
Bartlesville;0
,;0
Oklahoma;0
(;0
1994;0
);0
# New sentence = Zbigniew Herbert – ''Napis '';0
Zbigniew;0
Herbert;0
–;0
''Napis;0
'';0
# New sentence = Ted Forrest ( 0 / 5 );0
Ted;0
Forrest;0
(;0
0;0
/;0
5;0
);0
# New sentence = Bohuslän , seat no .;0
Bohuslän;0
,;0
seat;0
no;0
.;0
# New sentence = Dunmurry Recreation F.C .;0
Dunmurry;0
Recreation;0
F.C;0
.;0
# New sentence = *1987 : The Icicle Works - If You Want to Defeat Your Enemy , Sing His Song '';0
*1987;0
:;0
The;0
Icicle;0
Works;0
-;0
If;0
You;0
Want;0
to;0
Defeat;0
Your;0
Enemy;0
,;0
Sing;0
His;0
Song;0
'';0
# New sentence = ' '' Aprilia '' ';0
';0
'';0
Aprilia;0
'';0
';0
# New sentence = Henry Shepherd Pearson , Esq .;0
Henry;0
Shepherd;0
Pearson;0
,;0
Esq;0
.;0
# New sentence = Jim Lampley and Bob Costas;0
Jim;0
Lampley;0
and;0
Bob;0
Costas;0
# New sentence = His notable roles are that of Malcolm Winters on The Young and the Restless '' from 1994 to 2005 , Derek Morgan on CBS 's Criminal Minds '' from 2005 to 2016 , and as the third permanent host of Soul Train '' from 1999 to 2003 .;0
His;0
notable;0
roles;0
are;0
that;0
of;0
Malcolm;0
Winters;0
on;0
The;0
Young;0
and;0
the;0
Restless;0
'';0
from;0
1994;0
to;0
2005;0
,;0
Derek;0
Morgan;0
on;0
CBS;0
's;0
Criminal;0
Minds;0
'';0
from;0
2005;0
to;0
2016;0
,;0
and;0
as;0
the;0
third;0
permanent;0
host;0
of;0
Soul;0
Train;0
'';0
from;0
1999;0
to;0
2003;0
.;0
# New sentence = LaSalle , Quebec;0
LaSalle;0
,;0
Quebec;0
# New sentence = This Is Wonderland '' ( 2005 ) ( 1 Episode );0
This;0
Is;0
Wonderland;0
'';0
(;0
2005;0
);0
(;0
1;0
Episode;0
);0
# New sentence = ' '' Harry Weetman '' ';0
';0
'';0
Harry;0
Weetman;0
'';0
';0
# New sentence = John Woods ( A );0
John;0
Woods;0
(;0
A;0
);0
# New sentence = Uli Forte ( 13 May 2016 – );0
Uli;0
Forte;0
(;0
13;0
May;0
2016;0
–;0
);0
# New sentence = Deerfield Township ( northeast );0
Deerfield;0
Township;0
(;0
northeast;0
);0
# New sentence = Communes of the Côte-d'Or department;0
Communes;0
of;0
the;0
Côte-d'Or;0
department;0
# New sentence = In 1990 , they debuted with War Music '' , which was issued independently by their own label V.R .;0
In;0
1990;0
,;0
they;0
debuted;0
with;0
War;0
Music;0
'';0
,;0
which;0
was;0
issued;0
independently;0
by;0
their;0
own;0
label;0
V.R;0
.;0
# New sentence = Theater Bonn , Bonn;0
Theater;0
Bonn;0
,;0
Bonn;0
# New sentence = Spuyten Duyvil , Bronx;0
Spuyten;0
Duyvil;0
,;0
Bronx;0
# New sentence = He has played with Urban Creep .;0
He;0
has;0
played;0
with;0
Urban;0
Creep;0
.;0
# New sentence = William Denison , 1st Earl of Londesborough;0
William;0
Denison;0
,;0
1st;0
Earl;0
of;0
Londesborough;0
# New sentence = Ridgeville Township , Lorain County , Ohio ( defunct );0
Ridgeville;0
Township;0
,;0
Lorain;0
County;0
,;0
Ohio;0
(;0
defunct;0
);0
# New sentence = Le Perreux-sur-Marne , France;0
Le;0
Perreux-sur-Marne;0
,;0
France;0
# New sentence = Adam Joseph Cardinal Maida ( 1964 ) – Cardinal , Archbishop of Detroit ( 1990–present );0
Adam;0
Joseph;0
Cardinal;0
Maida;0
(;0
1964;0
);0
–;0
Cardinal;0
,;0
Archbishop;0
of;0
Detroit;0
(;0
1990–present;0
);0
# New sentence = Bruce Cockburn ( 1992 );0
Bruce;0
Cockburn;0
(;0
1992;0
);0
# New sentence = Post–World War II air-to-air combat losses;0
Post–World;0
War;0
II;0
air-to-air;0
combat;0
losses;0
# New sentence = 2008–09 Missouri Tigers men 's basketball team;0
2008–09;0
Missouri;0
Tigers;0
men;0
's;0
basketball;0
team;0
# New sentence = ' '' Sébastien Lareau Alex O'Brien '' ' 6–4 , 6–4;0
';0
'';0
Sébastien;0
Lareau;0
Alex;0
O'Brien;0
'';0
';0
6–4;0
,;0
6–4;0
# New sentence = They were performed by the New York Philharmonic under Zubin Mehta and the Buffalo Philharmonic under Michael Tilson Thomas .;0
They;0
were;0
performed;0
by;0
the;0
New;0
York;0
Philharmonic;0
under;0
Zubin;0
Mehta;0
and;0
the;0
Buffalo;0
Philharmonic;0
under;0
Michael;0
Tilson;0
Thomas;0
.;0
# New sentence = *2007 : Perfect Day '';0
*2007;0
:;0
Perfect;0
Day;0
'';0
# New sentence = Major General Andrew Stewart ( 2004–2006 );0
Major;0
General;0
Andrew;0
Stewart;0
(;0
2004–2006;0
);0
# New sentence = The album was newly mixed by producer Glyn Johns for release in 2013 .;0
The;0
album;0
was;0
newly;0
mixed;0
by;0
producer;0
Glyn;0
Johns;0
for;0
release;0
in;0
2013;0
.;0
# New sentence = Marks , Mississippi;0
Marks;0
,;0
Mississippi;0
# New sentence = Heads of government of Benin;0
Heads;0
of;0
government;0
of;0
Benin;0
# New sentence = On July 2014 joined on loan to Prato .;0
On;0
July;0
2014;0
joined;0
on;0
loan;0
to;0
Prato;0
.;0
# New sentence = Anaïs Lameche – lead vocalist;0
Anaïs;0
Lameche;0
–;0
lead;0
vocalist;0
# New sentence = '' Death Valley Days '' , 1962–1965 , starring Ronald Reagan .;0
'';0
Death;0
Valley;0
Days;0
'';0
,;0
1962–1965;0
,;0
starring;0
Ronald;0
Reagan;0
.;0
# New sentence = MMS receive and send;0
MMS;0
receive;0
and;0
send;0
# New sentence = Auburn Arena • Auburn , AL;0
Auburn;0
Arena;0
•;0
Auburn;0
,;0
AL;0
# New sentence = Merrillville]] , Indiana , United States;0
Merrillville]];0
,;0
Indiana;0
,;0
United;0
States;0
# New sentence = Sieges of Oran and Mers El Kébir;0
Sieges;0
of;0
Oran;0
and;0
Mers;0
El;0
Kébir;0
# New sentence = 2003 : A. Richard Newton;0
2003;0
:;0
A.;0
Richard;0
Newton;0
# New sentence = Sans Souci '' ( 2003 );0
Sans;0
Souci;0
'';0
(;0
2003;0
);0
# New sentence = Tufted duck , ''Aythya fuligula '';0
Tufted;0
duck;0
,;0
''Aythya;0
fuligula;0
'';0
# New sentence = '' 'Creator : ' '' Louise Smit;0
'';0
'Creator;0
:;0
';0
'';0
Louise;0
Smit;0
# New sentence = Events in the year ' '' 1841 in India '' ' .;0
Events;0
in;0
the;0
year;0
';0
'';0
1841;0
in;0
India;0
'';0
';0
.;0
# New sentence = Toumaï Air Tchad;0
Toumaï;0
Air;0
Tchad;0
# New sentence = ) and Commerzbank AG .;0
);0
and;0
Commerzbank;0
AG;0
.;0
# New sentence = In 2002 the Ministry of Foreign Trade merged with the Ministry of Economic Development and became the Ministry of Commerce , Industry , and Tourism .;0
In;0
2002;0
the;0
Ministry;0
of;0
Foreign;0
Trade;0
merged;0
with;0
the;0
Ministry;0
of;0
Economic;0
Development;0
and;0
became;0
the;0
Ministry;0
of;0
Commerce;0
,;0
Industry;0
,;0
and;0
Tourism;0
.;0
# New sentence = Cathedral of Évora;0
Cathedral;0
of;0
Évora;0
# New sentence = Shae-Lynn Bourne / Victor Kraatz;0
Shae-Lynn;0
Bourne;0
/;0
Victor;0
Kraatz;0
# New sentence = Siege of Luxembourg ( 1794–95 );0
Siege;0
of;0
Luxembourg;0
(;0
1794–95;0
);0
# New sentence = Newcastle upon Tyne Central ( UK Parliament constituency );0
Newcastle;0
upon;0
Tyne;0
Central;0
(;0
UK;0
Parliament;0
constituency;0
);0
# New sentence = Morgan , Texas;0
Morgan;0
,;0
Texas;0
# New sentence = Loveridge 's tree frog;0
Loveridge;0
's;0
tree;0
frog;0
# New sentence = `` The Simple Things ( Something Emotional ) '' was released as the album 's third single in September 2008 .;0
``;0
The;0
Simple;0
Things;0
(;0
Something;0
Emotional;0
);0
'';0
was;0
released;0
as;0
the;0
album;0
's;0
third;0
single;0
in;0
September;0
2008;0
.;0
# New sentence = Central Electro Chemical Research Institute;0
Central;0
Electro;0
Chemical;0
Research;0
Institute;0
# New sentence = Aguri Suzuki / Masahiko Kageyama;0
Aguri;0
Suzuki;0
/;0
Masahiko;0
Kageyama;0
# New sentence = Andrew Ilie '' ( Second Round );0
Andrew;0
Ilie;0
'';0
(;0
Second;0
Round;0
);0
# New sentence = Tolombeh-ye Beniyad Mastezafan;0
Tolombeh-ye;0
Beniyad;0
Mastezafan;0
# New sentence = ' '' Rika Fujiwara '' ' ' '' Saori Obata '' ';0
';0
'';0
Rika;0
Fujiwara;0
'';0
';0
';0
'';0
Saori;0
Obata;0
'';0
';0
# New sentence = **Embach in Dorfen , Erding , Upper Bavaria;0
**Embach;0
in;0
Dorfen;0
,;0
Erding;0
,;0
Upper;0
Bavaria;0
# New sentence = 1983–84 NHL season;0
1983–84;0
NHL;0
season;0
# New sentence = Батум [Batum , `` Batumi '' ] .;0
Батум;0
[Batum;0
,;0
``;0
Batumi;0
'';0
];0
.;0
# New sentence = Cinema Museum of Thessaloniki;0
Cinema;0
Museum;0
of;0
Thessaloniki;0
# New sentence = Round Harbour , Fortune Bay , Newfoundland and Labrador;0
Round;0
Harbour;0
,;0
Fortune;0
Bay;0
,;0
Newfoundland;0
and;0
Labrador;0
# New sentence = :5 strokes – Walter Morgan , 1996 Ameritech Senior Open;0
:5;0
strokes;0
–;0
Walter;0
Morgan;0
,;0
1996;0
Ameritech;0
Senior;0
Open;0
# New sentence = It is named after Loch Broom ( ) in Scotland .;0
It;0
is;0
named;0
after;0
Loch;0
Broom;0
(;0
);0
in;0
Scotland;0
.;0
# New sentence = Toivo Kuula ( 1983 );0
Toivo;0
Kuula;0
(;0
1983;0
);0
# New sentence = Colegio Maestro Ávila;0
Colegio;0
