tokens;labels
.;0
# New sentence = 1961–65 C A Ralegh Radford;0
1961–65;0
C;0
A;0
Ralegh;1
Radford;2
# New sentence = The two vessels were originally built in Norway for the post-war German Navy , being purchased in the 1960s for evaluation purposes .;0
The;0
two;0
vessels;0
were;0
originally;0
built;0
in;0
Norway;5
for;0
the;0
post-war;0
German;3
Navy;4
,;0
being;0
purchased;0
in;0
the;0
1960s;0
for;0
evaluation;0
purposes;0
.;0
# New sentence = '' Gynoeryx teteforti '';0
'';0
Gynoeryx;0
teteforti;0
'';0
# New sentence = Katrin Holtwick / Ilka Semmler;0
Katrin;1
Holtwick;2
/;0
Ilka;1
Semmler;2
# New sentence = Golden Township , Oceana County;0
Golden;5
Township;6
,;0
Oceana;5
County;6
# New sentence = KSFN 1510 AM ( based in Piedmont );0
KSFN;3
1510;4
AM;4
(;0
based;0
in;0
Piedmont;5
);0
# New sentence = : : '' Oligoceras '';0
:;0
:;0
'';0
Oligoceras;0
'';0
# New sentence = Chris Edmondson , Bishop of Bolton;0
Chris;1
Edmondson;2
,;0
Bishop;0
of;0
Bolton;0
# New sentence = Airport City Belgrade underway since April 2009 .;0
Airport;5
City;6
Belgrade;6
underway;0
since;0
April;0
2009;0
.;0
# New sentence = Uche Okafor ( D );0
Uche;1
Okafor;2
(;0
D;0
);0
# New sentence = Serbian nationality law;0
Serbian;0
nationality;0
law;0
# New sentence = He scored goals against New Zealand and Sweden .;0
He;0
scored;0
goals;0
against;0
New;0
Zealand;0
and;0
Sweden;0
.;0
# New sentence = Levaillant 's cuckoo , ''Clamator levaillantii '';0
Levaillant;0
's;0
cuckoo;0
,;0
''Clamator;0
levaillantii;0
'';0
# New sentence = It had a capacity of sixty-five passengers , and was insured with Norsk Flyforsikringspool .;0
It;0
had;0
a;0
capacity;0
of;0
sixty-five;0
passengers;0
,;0
and;0
was;0
insured;0
with;0
Norsk;3
Flyforsikringspool;4
.;0
# New sentence = Electoral district of Murray Valley;0
Electoral;5
district;6
of;6
Murray;6
Valley;6
# New sentence = is a city located in Osaka Prefecture , Japan .;0
is;0
a;0
city;0
located;0
in;0
Osaka;5
Prefecture;6
,;0
Japan;5
.;0
# New sentence = East Pakistan ( now Bangladesh );0
East;5
Pakistan;6
(;0
now;0
Bangladesh;5
);0
# New sentence = : Detachment operated from : Grottaglie Airfield , Italy , after 4 October 1943;0
:;0
Detachment;0
operated;0
from;0
:;0
Grottaglie;5
Airfield;6
,;0
Italy;5
,;0
after;0
4;0
October;0
1943;0
# New sentence = `` OH ! '';0
``;0
OH;0
!;0
'';0
# New sentence = Orange Township , Meigs County , Ohio;0
Orange;5
Township;6
,;0
Meigs;5
County;6
,;0
Ohio;5
# New sentence = She continued her studies at Park College in Parkville , Missouri .;0
She;0
continued;0
her;0
studies;0
at;0
Park;3
College;4
in;0
Parkville;5
,;0
Missouri;5
.;0
# New sentence = Gerald Henry Rendall;0
Gerald;1
Henry;2
Rendall;2
# New sentence = *19 Mario Danelo – ''Redshirt Freshman '';0
*19;0
Mario;1
Danelo;2
–;0
''Redshirt;0
Freshman;0
'';0
# New sentence = On it , she performed the song , as well as a cover of Cyndi Lauper 's `` True Colors '' with Alan , Leona Lewis and Kana Nishino .;0
On;0
it;0
,;0
she;0
performed;0
the;0
song;0
,;0
as;0
well;0
as;0
a;0
cover;0
of;0
Cyndi;1
Lauper;2
's;0
``;0
TRUE;0
Colors;0
'';0
with;0
Alan;1
,;0
Leona;1
Lewis;2
and;0
Kana;1
Nishino;2
.;0
# New sentence = *0275 - Nemapogon variatella '';0
*0275;0
-;0
Nemapogon;0
variatella;0
'';0
# New sentence = They all lost to Raquel Welch .;0
They;0
all;0
lost;0
to;0
Raquel;1
Welch;2
.;0
# New sentence = Alexandra Boyd as Head of the Delegation;0
Alexandra;1
Boyd;0
as;2
Head;0
of;0
the;0
Delegation;0
# New sentence = Anne Murray hosted the event which also included the inductions of Kim Cattrall , Raymond Burr , Blue Rodeo , Dsquared2 , Howie Mandel , Robert Munsch and Chantal Petitclerc .;0
Anne;1
Murray;2
hosted;0
the;0
event;0
which;0
also;0
included;0
the;0
inductions;0
of;0
Kim;1
Cattrall;2
,;0
Raymond;1
Burr;2
,;0
Blue;3
Rodeo;4
,;0
Dsquared2;3
,;0
Howie;1
Mandel;2
,;0
Robert;1
Munsch;2
and;0
Chantal;1
Petitclerc;2
.;0
# New sentence = Eric XI of Sweden ( 1216–1250 );0
Eric;1
XI;2
of;0
Sweden;5
(;0
1216–1250;0
);0
# New sentence = Perimeter Mall – Dunwoody;0
Perimeter;5
Mall;6
–;0
Dunwoody;5
# New sentence = Songdo International Business District;0
Songdo;5
International;6
Business;6
District;6
# New sentence = Jacques Antoine Hippolyte , Comte de Guibert;0
Jacques;1
Antoine;2
Hippolyte;2
,;0
Comte;0
de;0
Guibert;0
# New sentence = : '' Neomordellistena lestradei '' Ermisch , 1952;0
:;0
'';0
Neomordellistena;0
lestradei;0
'';0
Ermisch;1
,;0
1952;0
# New sentence = Lateral angle of the scapula;0
Lateral;0
angle;0
of;0
the;0
scapula;0
# New sentence = Mohamed Muruli ( UGA ) , 5:0;0
Mohamed;1
Muruli;2
(;0
UGA;0
);0
,;0
05:00;0
# New sentence = Jared Sullinger ( 7 );0
Jared;1
Sullinger;2
(;0
7;0
);0
# New sentence = :1st , Stage 1 , Vuelta a España;0
:1st;0
,;0
Stage;0
1;0
,;0
Vuelta;0
a;0
España;0
# New sentence = '' Aethes francillana '' ( Fabricius , 1794 );0
'';0
Aethes;0
francillana;0
'';0
(;0
Fabricius;1
,;0
1794;0
);0
# New sentence = It is found in Spain , Morocco and on Malta .;0
It;0
is;0
found;0
in;0
Spain;5
,;0
Morocco;5
and;0
on;0
Malta;5
.;0
# New sentence = Communes of the Ariège department;0
Communes;5
of;6
the;6
Ariège;6
department;6
# New sentence = New Mexico ( 2014 );0
New;5
Mexico;6
(;0
2014;0
);0
# New sentence = ** '' County of Anjou '' ' - Geoffrey I ( 958–987 );0
**;0
'';0
County;5
of;6
Anjou;6
'';0
';0
-;0
Geoffrey;1
I;2
(;0
958–987;0
);0
# New sentence = Antonio Santarelli ( Jesuit );0
Antonio;1
Santarelli;2
(;0
Jesuit;0
);0
# New sentence = Nikola Kokan Dimuševski;0
Nikola;1
Kokan;2
Dimuševski;2
# New sentence = '' Stigmella nylandriella '' ( Tengstrom , 1848 );0
'';0
Stigmella;0
nylandriella;0
'';0
(;0
Tengstrom;1
,;0
1848;0
);0
# New sentence = Communes of the Manche department;0
Communes;5
of;6
the;6
Manche;6
department;6
# New sentence = President - Patrice de Mac-Mahon , Duke of Magenta ( 1873–1879 );0
President;0
-;0
Patrice;1
de;2
Mac-Mahon;2
,;0
Duke;0
of;0
Magenta;0
(;0
1873–1879;0
);0
# New sentence = '' Coleophora therinella '' Tengstrom , 1848;0
'';0
Coleophora;0
therinella;0
'';0
Tengstrom;1
,;0
1848;0
# New sentence = *8404.1 - Rivula pusilla '';0
*8404.1;0
-;0
Rivula;0
pusilla;0
'';0
# New sentence = Logisticus fuscopunctatus '' Fairmaire , 1903;0
Logisticus;0
fuscopunctatus;0
'';0
Fairmaire;1
,;0
1903;0
# New sentence = Swamp tea tree;0
Swamp;0
tea;0
tree;0
# New sentence = Sławno , Podlaskie Voivodeship;0
Sławno;5
,;0
Podlaskie;5
Voivodeship;6
# New sentence = from:1959 till:1978 color : ID text : '' Anne Press ( 1959–1978 ) '';0
from:1959;0
till:1978;0
color;0
:;0
ID;0
text;0
:;0
'';0
Anne;1
Press;2
(;0
1959–1978;0
);0
'';0
# New sentence = Three years after that , in 1868 , BNU opened branches in São Tomé and Príncipe , Goa , and Mozambique .;0
Three;0
years;0
after;0
that;0
,;0
in;0
1868;0
,;0
BNU;3
opened;0
branches;0
in;0
São;5
Tomé;6
and;6
Príncipe;6
,;0
Goa;5
,;0
and;0
Mozambique;5
.;0
# New sentence = *10 - Joaquim Gomes - ( Primeiro de Agosto );0
*10;0
-;0
Joaquim;1
Gomes;2
-;0
(;0
Primeiro;3
de;4
Agosto;4
);0
# New sentence = ** '' Legendary Witches '';0
**;0
'';0
Legendary;0
Witches;0
'';0
# New sentence = Son of a Pimp;0
Son;0
of;0
a;0
Pimp;0
# New sentence = Albert R. Stuart;0
Albert;1
R.;2
Stuart;2
# New sentence = Jaap van Praag , chairman AFC Ajax ( 1910-1987 );0
Jaap;1
van;2
Praag;2
,;0
chairman;0
AFC;3
Ajax;4
(;0
1910-1987;0
);0
# New sentence = Invasion of Umuahia;0
Invasion;0
of;0
Umuahia;5
# New sentence = It is found in the United Arab Emirates .;0
It;0
is;0
found;0
in;0
the;0
United;5
Arab;6
Emirates;6
.;0
# New sentence = Spencer Haywood ( 21 );0
Spencer;1
Haywood;2
(;0
21;0
);0
# New sentence = The Girl Guides Association of Kiribati;0
The;0
Girl;3
Guides;4
Association;4
of;4
Kiribati;4
# New sentence = Instead she chose to retire and was succeeded by Vinny deMacedo .;0
Instead;0
she;0
chose;0
to;0
retire;0
and;0
was;0
succeeded;0
by;0
Vinny;1
deMacedo;2
.;0
# New sentence = Then and Now : Sylvester Stallone and William Shatner;0
Then;0
and;0
Now;0
:;0
Sylvester;1
Stallone;2
and;0
William;1
Shatner;2
# New sentence = Araneta Coliseum , Quezon City;0
Araneta;5
Coliseum;6
,;0
Quezon;5
City;6
# New sentence = ' '' Jochen Rindt '' ';0
';0
'';0
Jochen;1
Rindt;2
'';0
';0
# New sentence = Sebastian Telfair ( 21 );0
Sebastian;1
Telfair;2
(;0
21;0
);0
# New sentence = Inspiration Is Dead;0
Inspiration;0
Is;0
Dead;0
# New sentence = Mestalla]] , Valencia ( Spain );0
Mestalla]];5
,;0
Valencia;5
(;0
Spain;5
);0
# New sentence = Brian Gottfried '' ( Quarterfinalist ) '';0
Brian;1
Gottfried;2
'';0
(;0
Quarterfinalist;0
);0
'';0
# New sentence = Keb ' Mo ';0
Keb;1
';2
Mo;2
';2
# New sentence = It is found in Brazil .;0
It;0
is;0
found;0
in;0
Brazil;5
.;0
# New sentence = Olivegreen ufipa barb;0
Olivegreen;0
ufipa;0
barb;0
# New sentence = '' Aplocera praeformata '' ( Hübner , 1826 );0
'';0
Aplocera;0
praeformata;0
'';0
(;0
Hübner;1
,;0
1826;0
);0
# New sentence = Regular number one Tom Fern was out and back-up Sidney Brown had conceded four goals at Old Trafford seven days previous .;0
Regular;0
number;0
one;0
Tom;1
Fern;2
was;0
out;0
and;0
back-up;0
Sidney;1
Brown;2
had;0
conceded;0
four;0
goals;0
at;0
Old;5
Trafford;6
seven;0
days;0
previous;0
.;0
# New sentence = Begin to Breathe;0
Begin;0
to;0
Breathe;0
# New sentence = The single reached number 28 on the Oricon charts and sold 44,000 copies .;0
The;0
single;0
reached;0
number;0
28;0
on;0
the;0
Oricon;0
charts;0
and;0
sold;0
44;0
copies;0
.;0
# New sentence = University of Buenos Aires , 2001;0
University;5
of;6
Buenos;6
Aires;6
,;0
2001;0
# New sentence = Pingle Jaganmohan Reddy;0
Pingle;1
Jaganmohan;2
Reddy;2
# New sentence = The main protagonists resemble the Eraserheads members;0
The;0
main;0
protagonists;0
resemble;0
the;0
Eraserheads;3
members;0
# New sentence = Lil Herb - ''Welcome-To-Fazoland '' ====;0
Lil;1
Herb;2
-;0
''Welcome-To-Fazoland;0
'';0
====;0
# New sentence = Jimin Kang ( 1 );0
Jimin;1
Kang;2
(;0
1;0
);0
# New sentence = '' Secretary of State for International Development '' ';0
'';0
Secretary;0
of;0
State;0
for;0
International;0
Development;0
'';0
';0
# New sentence = '' Super Dimension Cavalry Southern Cross '' ( 1984 );0
'';0
Super;0
Dimension;0
Cavalry;0
Southern;0
Cross;0
'';0
(;0
1984;0
);0
# New sentence = Reginald Maudling : Secretary of State for the Colonies;0
Reginald;1
Maudling;2
:;0
Secretary;0
of;0
State;0
for;0
the;0
Colonies;0
# New sentence = NATO bombing of Novi Sad in 1999;0
NATO;3
bombing;0
of;0
Novi;5
Sad;6
in;0
1999;0
# New sentence = Big Brother and the Holding Company;0
Big;3
Brother;4
and;4
the;4
Holding;4
Company;4
# New sentence = Assembly of the Union of the Comoros;0
Assembly;3
of;4
the;4
Union;4
of;4
the;4
Comoros;4
# New sentence = The Mission]] '' ' '' Robert Bolt;0
The;0
Mission]];0
'';0
';0
'';0
Robert;1
Bolt;2
# New sentence = '' Geosmithia morbida '';0
'';0
Geosmithia;0
morbida;0
'';0
# New sentence = It is possibly a synonym of Cephalotaxus mannii '' .;0
It;0
is;0
possibly;0
a;0
synonym;0
of;0
Cephalotaxus;0
mannii;0
'';0
.;0
# New sentence = It is operated by the Northern Railways .;0
It;0
is;0
operated;0
by;0
the;0
Northern;3
Railways;4
.;0
# New sentence = *1990 – Bruce Hurst ( 4 ) co-leader;0
*1990;0
–;0
Bruce;1
Hurst;2
(;0
4;0
);0
co-leader;0
# New sentence = Bernstadt auf dem Eigen;0
Bernstadt;5
auf;6
dem;6
Eigen;6
# New sentence = Shapiro , J. Salwyn ( 1920 ) .;0
Shapiro;1
,;0
J.;1
Salwyn;2
(;0
1920;0
);0
.;0
# New sentence = Throughout the 1990s and 2000s they were the backbone of the Irish InterCity rolling stock .;0
Throughout;0
the;0
1990s;0
and;0
2000s;0
they;0
were;0
the;0
backbone;0
of;0
the;0
Irish;3
InterCity;4
rolling;4
stock;4
.;0
# New sentence = 12 June 2005 : FC Vaduz - FC Schaffhausen 0-1;0
12;0
June;0
2005;0
:;0
FC;3
Vaduz;4
-;0
FC;3
Schaffhausen;4
0-1;0
# New sentence = St. Joseph 's College , Darjeeling;0
St.;3
Joseph;4
's;4
College;4
,;0
Darjeeling;5
# New sentence = `` Spase To Hrono '';0
``;0
Spase;0
To;0
Hrono;0
'';0
# New sentence = Tom Metzger - 76,502 ( 2.78 % );0
Tom;1
Metzger;2
-;0
76,502;0
(;0
lut.78;0
%;0
);0
# New sentence = Royal Institute of British Architects;0
Royal;3
Institute;3
of;3
British;3
Architects;3
# New sentence = He was arrested for his role and sent to the Tower on 9 February 1601 .;0
He;0
was;0
arrested;0
for;0
his;0
role;0
and;0
sent;0
to;0
the;0
Tower;5
on;0
9;0
February;0
1601;0
.;0
# New sentence = Kroombit Tops National Park;0
Kroombit;5
Tops;5
National;5
Park;5
# New sentence = Estadio Olímpico Metropolitano , San Pedro Sula , Honduras;0
Estadio;5
Olímpico;6
Metropolitano;6
,;0
San;5
Pedro;6
Sula;6
,;0
Honduras;5
# New sentence = ** ( 1917–1982 ) Reed Crandall;0
**;0
(;0
1917–1982;0
);0
Reed;1
Crandall;2
# New sentence = Samuel Charles Blackwell;0
Samuel;1
Charles;2
Blackwell;2
# New sentence = She was named first runner-up to winner Caroline McGowan .;0
She;0
was;0
named;0
first;0
runner-up;0
to;0
winner;0
Caroline;1
McGowan;2
.;0
# New sentence = Marysville , Washington;0
Marysville;5
,;0
Washington;5
# New sentence = ' '' Jordan '' ' - Abdul Ilah Khatib ( 1998-2002 );0
';0
'';0
Jordan;5
'';0
';0
-;0
Abdul;1
Ilah;2
Khatib;2
(;0
1998-2002;0
);0
# New sentence = Aura an der Saale;0
Aura;5
an;6
der;6
Saale;6
# New sentence = Yurika Sema / Mari Tanaka;0
Yurika;1
Sema;2
/;0
Mari;1
Tanaka;2
# New sentence = The Front Line '';0
The;0
Front;0
Line;0
'';0
# New sentence = It was the birthplace of author Arthur Wright .;0
It;0
was;0
the;0
birthplace;0
of;0
author;0
Arthur;1
Wright;2
.;0
# New sentence = The musicians on this session were the Muscle Shoals Rhythm Section .;0
The;0
musicians;0
on;0
this;0
session;0
were;0
the;0
Muscle;3
Shoals;4
Rhythm;4
Section;4
.;0
# New sentence = '' Glaucocharis parorma '' Meyrick , 1924;0
'';0
Glaucocharis;0
parorma;0
'';0
Meyrick;1
,;0
1924;0
# New sentence = Guus Vogels ( gk );0
Guus;1
Vogels;2
(;0
gk;0
);0
# New sentence = Etheridge Knight , poet;0
Etheridge;1
Knight;2
,;0
poet;0
# New sentence = Flattop Mountain ( Anchorage , Alaska );0
Flattop;5
Mountain;6
(;0
Anchorage;5
,;0
Alaska;5
);0
# New sentence = Iron Post – $ 13,265;0
Iron;0
Post;0
–;0
$;0
13,265;0
# New sentence = In 1981 she entered the Moscow State Academy of Choreography .;0
In;0
1981;0
she;0
entered;0
the;0
Moscow;3
State;4
Academy;4
of;4
Choreography;4
.;0
# New sentence = Praise with Don Moen ( 1996 album );0
Praise;0
with;0
Don;0
Moen;0
(;0
1996;0
album;0
);0
# New sentence = Thomas Hubbard Sumner;0
Thomas;1
Hubbard;2
Sumner;2
# New sentence = Solomon Islands Football Federation;0
Solomon;3
Islands;4
Football;4
Federation;4
# New sentence = `` Arrival '' – 2:47;0
``;0
Arrival;0
'';0
–;0
02:47;0
# New sentence = He was buried at the Bukit Kiara Muslim Cemetery , Kuala Lumpur .;0
He;0
was;0
buried;0
at;0
the;0
Bukit;5
Kiara;6
Muslim;6
Cemetery;6
,;0
Kuala;5
Lumpur;6
.;0
# New sentence = Ethan Allen Brown ( D-R );0
Ethan;1
Allen;2
Brown;2
(;0
D-R;0
);0
"# New sentence = ; 17 July 2014 — Bourg-en-Bresse to Saint-Étienne ,";0
";";0
17;0
July;0
2014;0
—;0
Bourg-en-Bresse;5
to;0
Saint-Étienne;5
,;0
# New sentence = Law & Order : SVU '';0
Law;0
&;0
Order;0
:;0
SVU;0
'';0
# New sentence = ** Church of St. George built;0
**;0
Church;3
of;4
St.;4
George;4
built;0
# New sentence = January 10 – Sinclair Lewis , novelist ( born 1885 );0
January;0
10;0
–;0
Sinclair;1
Lewis;2
,;0
novelist;0
(;0
born;0
1885;0
);0
# New sentence = Nathalie Péchalat / Fabian Bourzat;0
Nathalie;1
Péchalat;2
/;0
Fabian;1
Bourzat;2
# New sentence = House of Glücksburg;0
House;0
of;0
Glücksburg;0
# New sentence = Four days later he was handed his first start , and scored the last of a 2–0 home win against Vitória .;0
Four;0
days;0
later;0
he;0
was;0
handed;0
his;0
first;0
start;0
,;0
and;0
scored;0
the;0
last;0
of;0
a;0
2–0;0
home;0
win;0
against;0
Vitória;3
.;0
# New sentence = ' '' International Call Prefix : 00 '' ';0
';0
'';0
International;0
Call;0
Prefix;0
:;0
0;0
'';0
';0
# New sentence = Ed Koch ( D );0
Ed;1
Koch;2
(;0
D;0
);0
# New sentence = ' '' 2001 : ' '' Rob Machado , Pauline Menczer;0
';0
'';0
2001;0
:;0
';0
'';0
Rob;1
Machado;2
,;0
Pauline;1
Menczer;2
# New sentence = Social weaver , ' '' ';0
Social;0
weaver;0
,;0
';0
'';0
';0
# New sentence = Starter Sterling Hitchcock got the win with five innings pitched and one run allowed .;0
Starter;0
Sterling;1
Hitchcock;2
got;0
the;0
win;0
with;0
five;0
innings;0
pitched;0
and;0
one;0
run;0
allowed;0
.;0
# New sentence = ** Pak Pong-ju , Premier of the Cabinet of North Korea ( 2013–present );0
**;0
Pak;1
Pong-ju;2
,;0
Premier;0
of;0
the;0
Cabinet;3
of;4
North;4
Korea;4
(;0
2013–present;0
);0
# New sentence = ** Daniel Akaka ( D ) , from May 16 , 1990;0
**;0
Daniel;1
Akaka;2
(;0
D;0
);0
,;0
from;0
May;0
16;0
,;0
1990;0
"# New sentence = Guillaume Apollinaire ( 1880–1918 ) : ''Alcools '' ( 1913 ) ;";0
Guillaume;1
Apollinaire;2
(;0
1880–1918;0
);0
:;0
''Alcools;0
'';0
(;0
1913;0
);0
";";0
# New sentence = Interstate 110 and State Route 110 ( California );0
Interstate;5
110;6
and;6
State;6
Route;6
110;6
(;0
California;5
);0
# New sentence = distributed by Yari Film Group;0
distributed;0
by;0
Yari;3
Film;4
Group;4
# New sentence = Shawn Marion ( 21 );0
Shawn;1
Marion;2
(;0
21;0
);0
# New sentence = Sever do Vouga;0
Sever;5
do;6
Vouga;6
# New sentence = In July 1539 , they sailed for Spain from Cartagena .;0
In;0
July;0
1539;0
,;0
they;0
sailed;0
for;0
Spain;5
from;0
Cartagena;5
.;0
# New sentence = Little grey flycatcher , ''Muscicapa epulata '';0
Little;0
grey;0
flycatcher;0
,;0
''Muscicapa;0
epulata;0
'';0
# New sentence = Keene , New Hampshire micropolitan area;0
Keene;5
,;0
New;5
Hampshire;6
micropolitan;0
area;0
# New sentence = Serbian Despotate ( 1402–1459 );0
Serbian;5
Despotate;6
(;0
1402–1459;0
);0
# New sentence = Governor of Western Australia – Michael Jeffery;0
Governor;0
of;0
Western;0
Australia;0
–;0
Michael;1
Jeffery;2
# New sentence = He was rated as Alabama’s No .;0
He;0
was;0
rated;0
as;0
Alabama’s;0
No;0
.;0
# New sentence = Volleyball at the 2010 Summer Youth Olympics – Girls ' tournament;0
Volleyball;0
at;0
the;0
2010;0
Summer;0
Youth;0
Olympics;0
–;0
Girls;0
';0
tournament;0
# New sentence = Tazeh Kand-e Akhvond;0
Tazeh;5
Kand-e;6
Akhvond;6
# New sentence = Royal Dutch Shell;0
Royal;3
Dutch;4
Shell;4
# New sentence = '' San Francisco Bay Guardian '';0
'';0
San;3
Francisco;4
Bay;4
Guardian;4
'';0
# New sentence = Helios Airways ( 1998–2006 ) Rebranded as αjet;0
Helios;3
Airways;4
(;0
1998–2006;0
);0
Rebranded;0
as;0
αjet;3
# New sentence = Aïn Fakroun District;0
Aïn;5
Fakroun;6
District;6
# New sentence = St. Mary of Perpetual Help Church ( Chicago );0
St.;5
Mary;6
of;6
Perpetual;6
Help;6
Church;6
(;0
Chicago;5
);0
# New sentence = ''at Frank Erwin Center , Austin , Texas;0
''at;0
Frank;5
Erwin;6
Center;6
,;0
Austin;5
,;0
Texas;5
# New sentence = Sanket Mhatre voiced this character in some episodes .;0
Sanket;1
Mhatre;2
voiced;0
this;0
character;0
in;0
some;0
episodes;0
.;0
# New sentence = Diocese of Granada en Colombia;0
Diocese;3
of;4
Granada;4
en;4
Colombia;4
# New sentence = Townsville , Queensland , Australia;0
Townsville;5
,;0
Queensland;5
,;0
Australia;5
# New sentence = Society of the Sacred Heart;0
Society;3
of;4
the;4
Sacred;4
Heart;4
# New sentence = G3 : Live in Concert '' ( with Joe Satriani and Steve Vai );0
G3;0
:;0
Live;0
in;0
Concert;0
'';0
(;0
with;0
Joe;1
Satriani;2
and;0
Steve;1
Vai;2
);0
# New sentence = 1704 Nuangola , Pennsylvania $ 16,851;0
1704;5
Nuangola;6
,;6
Pennsylvania;6
$;0
16,851;0
# New sentence = Vijaya Raghunatha Tondaiman ( Dec 1789 – February 1 , 1807 );0
Vijaya;1
Raghunatha;2
Tondaiman;2
(;0
Dec;0
1789;0
–;0
February;0
1;0
,;0
1807;0
);0
# New sentence = Vaucluse , New South Wales;0
Vaucluse;5
,;0
New;5
South;6
Wales;6
# New sentence = El Método '' ( 2005 );0
El;0
Método;0
'';0
(;0
2005;0
);0
# New sentence = Manu Ginóbili ( 20 );0
Manu;1
Ginóbili;2
(;0
20;0
);0
# New sentence = Municipalities with language facilities;0
Municipalities;0
with;0
language;0
facilities;0
# New sentence = 2010–11 Lebanese Premier League runners-up;0
2010–11;0
Lebanese;3
Premier;4
League;4
runners-up;0
# New sentence = Jean , Grand Duke of Luxembourg ( ''in retreat '' ) :;0
Jean;1
,;0
Grand;0
Duke;0
of;0
Luxembourg;5
(;0
''in;0
retreat;0
'';0
);0
:;0
# New sentence = It was later incorporated into USA Weekend '' , which began in 1985 .;0
It;0
was;0
later;0
incorporated;0
into;0
USA;3
Weekend;4
'';0
,;0
which;0
began;0
in;0
1985;0
.;0
# New sentence = '' Kingdom of Spain '' ' – Isabella II ( 1833–1868 );0
'';0
Kingdom;5
of;6
Spain;6
'';0
';0
–;0
Isabella;1
II;2
(;0
1833–1868;0
);0
# New sentence = Melchior von Diepenbrock;0
Melchior;1
von;2
Diepenbrock;2
# New sentence = U.S. Route 221 in Virginia;0
U.S.;5
Route;6
221;6
in;0
Virginia;5
"# New sentence = | style= '' text-align : left ; '' George Connelly";0
|;0
style=;0
'';0
text-align;0
:;0
left;0
";";0
'';0
George;1
Connelly;2
# New sentence = 8 D Brian Lee ( Binghamton Senators );0
8;0
D;0
Brian;1
Lee;2
(;0
Binghamton;3
Senators;4
);0
# New sentence = List of Bishops of the United Methodist Church;0
List;0
of;0
Bishops;0
of;0
the;0
United;3
Methodist;4
Church;4
# New sentence = It began on 30 August 2010 at Northampton 's Royal Theatre and continued until autumn 2011 .;0
It;0
began;0
on;0
30;0
August;0
2010;0
at;0
Northampton;5
's;6
Royal;6
Theatre;6
and;0
continued;0
until;0
autumn;0
2011;0
.;0
# New sentence = ' '' Aprilia '' ';0
';0
'';0
Aprilia;3
'';0
';0
# New sentence = *** Jean-Bernard Restout , ( 1732-1797 );0
***;0
Jean-Bernard;1
Restout;2
,;0
(;0
1732-1797;0
);0
# New sentence = Thelma Long '' ( First round ) '';0
Thelma;1
Long;2
'';0
(;0
First;0
round;0
);0
'';0
# New sentence = Central Provident Fund ( South Africa );0
Central;3
Provident;4
Fund;4
(;0
South;5
Africa;6
);0
# New sentence = Shima Shima Tora no Shimajirō;0
Shima;0
Shima;0
Tora;0
no;0
Shimajirō;0
# New sentence = Fıstıklı , Armutlu;0
Fıstıklı;5
,;0
Armutlu;5
# New sentence = Richibucto Parish , New Brunswick;0
Richibucto;5
Parish;6
,;0
New;5
Brunswick;6
# New sentence = List of the highest mountains in Austria;0
List;0
of;0
the;0
highest;0
mountains;0
in;0
Austria;5
# New sentence = Borgio Verezzi Caves;0
Borgio;5
Verezzi;6
Caves;6
# New sentence = Born in San Giuseppe Jato .;0
Born;0
in;0
San;5
Giuseppe;6
Jato;6
.;0
# New sentence = ''Heartbeat '' ( Don Johnson album ) , 1986;0
''Heartbeat;0
'';0
(;0
Don;1
Johnson;2
album;0
);0
,;0
1986;0
# New sentence = The Rev. Richard Coles;0
The;0
Rev.;0
Richard;1
Coles;2
# New sentence = Jamie Simone - Dialogue Editor;0
Jamie;1
Simone;2
-;0
Dialogue;0
Editor;0
# New sentence = '' The Young and the Restless '';0
'';0
The;0
Young;0
and;0
the;0
Restless;0
'';0
# New sentence = You Talk That Talk ! '';0
You;0
Talk;0
That;0
Talk;0
!;0
'';0
# New sentence = : 1990 : Nathaniel Wyeth;0
:;0
1990;0
:;0
Nathaniel;1
Wyeth;2
# New sentence = asks his mother if he can attend a Mudvayne concert in New York City with a few friends .;0
asks;0
his;0
mother;0
if;0
he;0
can;0
attend;0
a;0
Mudvayne;3
concert;0
in;0
New;5
York;6
City;6
with;0
a;0
few;0
friends;0
.;0
# New sentence = At the age of seven , Temy moved to England with her mother Thabisile Xaba-Jele and stepfather , and they lived there for four-and-a-half years .;0
At;0
the;0
age;0
of;0
seven;0
,;0
Temy;1
moved;0
to;0
England;5
with;0
her;0
mother;0
Thabisile;1
Xaba-Jele;2
and;0
stepfather;0
,;0
and;0
they;0
lived;0
there;0
for;0
four-and-a-half;0
years;0
.;0
# New sentence = '' Homaloxestis hilaris '' Gozmány , 1978;0
'';0
Homaloxestis;0
hilaris;0
'';0
Gozmány;1
,;0
1978;0
# New sentence = WDCX ( AM );0
WDCX;3
(;4
AM;4
);4
# New sentence = *JM3 Sarsuna College - Ultadanga;0
*JM3;0
Sarsuna;5
College;6
-;0
Ultadanga;5
# New sentence = Matfield Green , Kansas;0
Matfield;5
Green;6
,;0
Kansas;5
# New sentence = He was born in Budapest , Hungary .;0
He;0
was;0
born;0
in;0
Budapest;5
,;0
Hungary;5
.;0
# New sentence = Jarrod Saltalamacchia ( 2006–2007 );0
Jarrod;1
Saltalamacchia;2
(;0
2006–2007;0
);0
# New sentence = Say It with Your Eyes '';0
Say;0
It;0
with;0
Your;0
Eyes;0
'';0
# New sentence = Rocky Elsom , 7 .;0
Rocky;1
Elsom;2
